,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Problem,Rationale,options,correct,annotated_formula,linear_formula,category,prompt,text,clean,cluster,gpt_generated,gpt_score,s_gptscore,n_gptscore,generated,score,s_score,n_score,generated_clean,loss,labels
10,10,233,968,"a man can row 11 kmph in still water . when the river is running at 1.2 kmph , it takes him 1 hour to row to a place and back . what is the total distance traveled by the man ?","""m = 11 s = 1.2 ds = 12.2 us = 9.8 x / 12.2 + x / 9.8 = 1 x = 5.43 d = 5.43 * 2 = 10.87 answer : e""","a ) 6.24 km , b ) 6 km , c ) 5.76 km , d ) 5.66 km , e ) 10.87 km",e,"multiply(divide(multiply(add(11, 1.2), subtract(11, 1.2)), add(add(11, 1.2), subtract(11, 1.2))), const_2)","add(n0,n1)|subtract(n0,n1)|add(#0,#1)|multiply(#0,#1)|divide(#3,#2)|multiply(#4,const_2)|",physics,Category: physics # m = 11 s = 1.2 ds = 12.2 us = 9.8 x / 12.2 + x / 9.8 = 1 x = 5.43 d = 5.43 * 2 = 10.87 answer : e # ,"Category: physics # m = 11 s = 1.2 ds = 12.2 us = 9.8 x / 12.2 + x / 9.8 = 1 x = 5.43 d = 5.43 * 2 = 10.87 answer : e # a man can row 11 kmph in still water . when the river is running at 1.2 kmph , it takes him 1 hour to row to a place and back . what is the total distance traveled by the man ?",category physics 11 12 ds 122 us 98 x 122 x 98 1 x 543 543 2 1087 answer e man row 11 kmph still water river running 12 kmph takes 1 hour row place back total distance traveled man,3,"['Category: physics # m = 11 s = 1.2 ds = 12.2 us = 9.8 x / 12.2 + x / 9.8 = 1 x = 5.43 d = 5.43 * 2 = 10.87 answer : e # ƫ while climbingends, she will go 10 kmph. if the speed of the man is 12.2 kmph, what is the distance traveled by foot?']","(0.62, 2.0)",0.62,2.0,"['Category: physics # m = 11 s = 1.2 ds = 12.2 us = 9.8 x / 12.2 + x / 9.8 = 1 x = 5.43 d = 5.43 * 2 = 10.87 answer : e # ˆ š 25 - - - ( 1 ) and x - y = 10.2 answer : c # a man can row 11 kmph in still water. when the river is running at 1.2 kmph, it takes him 1 hour to row to a place and black. what is the total distance traveled by the man?']","(0.84, 3.0)",0.84,3.0,category physic 11 12 d 122 u 98 x 122 x 98 1 x 543 543 2 1087 answer e ˆ š 25 1 x 102 answer c man row 11 kmph still water river running 12 kmph take 1 hour row place black total distance traveled man,0.6666666666666666,0.2064814814814815
11,11,237,988,"the time taken by a man to row his boat upstream is twice the time taken by him to row the same distance downstream . if the speed of the boat in still water is 42 kmph , find the speed of the stream ?","""the ratio of the times taken is 2 : 1 . the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 42 / 3 = 14 kmph . answer : c""","a ) 16 kmph , b ) 18 kmph , c ) 14 kmph , d ) 79 kmph , e ) 27 kmph",c,"subtract(42, divide(multiply(42, const_2), const_3))","multiply(n0,const_2)|divide(#0,const_3)|subtract(n0,#1)|",physics,Category: physics # the ratio of the times taken is 2 : 1 . the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 42 / 3 = 14 kmph . answer : c # ,"Category: physics # the ratio of the times taken is 2 : 1 . the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 42 / 3 = 14 kmph . answer : c # the time taken by a man to row his boat upstream is twice the time taken by him to row the same distance downstream . if the speed of the boat in still water is 42 kmph , find the speed of the stream ?",category physics ratio times taken 2 1 ratio speed boat still water speed stream 2 1 2 1 3 1 3 1 speed stream 42 3 14 kmph answer c time taken man row boat upstream twice time taken row distance downstream speed boat still water 42 kmph find speed stream,3,['Category: physics # the ratio of the times taken is 2 : 1. the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 42 / 3 = 14 kmph. answer : c # ƫ ng man goes downstream at 42 kmph and upstream at 42 kmph. a man rows downstream at 18 kmph and upstream at 42 kmph. find the speed of the stream?'],"(0.66, 14.0)",0.66,14.0,"['Category: physics # the ratio of the times taken is 2 : 1. the ratio of the speed of the boat in still water to the speed of the stream = ( 2 + 1 ) / ( 2 - 1 ) = 3 / 1 = 3 : 1 speed of the stream = 42 / 3 = 14 kmph. answer : c # ˆ š 25 - - 3 ) kmph, what is the speed of the stream if a canoe rows upstream at 9 km / hr and downstream at 42 km / hr']","(0.68, 15.0)",0.68,15.0,category physic ratio time taken 2 1 ratio speed boat still water speed stream 2 1 2 1 3 1 3 1 speed stream 42 3 14 kmph answer c ˆ š 25 3 kmph speed stream canoe row upstream 9 km hr downstream 42 km hr,0.6666666666666666,0.1419753086419753
12,12,246,1032,the speed of a boat in still water in 22 km / hr and the rate of current is 5 km / hr . the distance travelled downstream in 24 minutes is :,speed downstream = ( 22 + 5 ) = 27 kmph time = 24 minutes = 24 / 60 hour = 2 / 5 hour distance travelled = time × speed = 2 / 5 × 27 = 10.8 km answer is c .,"a ) 10.6 , b ) 10.2 , c ) 10.8 , d ) 10.4 , e ) 10.0",c,"multiply(add(22, 5), divide(24, const_60))","add(n0,n1)|divide(n2,const_60)|multiply(#0,#1)",physics,Category: physics # speed downstream = ( 22 + 5 ) = 27 kmph time = 24 minutes = 24 / 60 hour = 2 / 5 hour distance travelled = time × speed = 2 / 5 × 27 = 10.8 km answer is c . # ,Category: physics # speed downstream = ( 22 + 5 ) = 27 kmph time = 24 minutes = 24 / 60 hour = 2 / 5 hour distance travelled = time × speed = 2 / 5 × 27 = 10.8 km answer is c . # the speed of a boat in still water in 22 km / hr and the rate of current is 5 km / hr . the distance travelled downstream in 24 minutes is :,category physics speed downstream 22 5 27 kmph time 24 minutes 24 60 hour 2 5 hour distance travelled time speed 2 5 27 108 km answer c speed boat still water 22 km hr rate current 5 km hr distance travelled downstream 24 minutes,3,['Category: physics # speed downstream = ( 22 + 5 ) = 27 kmph time = 24 minutes = 24 / 60 hour = 2 / 5 hour distance travelled = time × speed = 2 / 5 × 27 = 10.8 km answer is c. # ƫ ng goes with a speed of 22 kmph in 30 minutes. the speed of the boat in still water in 18 kmph in how much time will it cover the same direction?'],"(0.7, 2.0)",0.7,2.0,"['Category: physics # speed downstream = ( 22 + 5 ) = 27 kmph time = 24 minutes = 24 / 60 hour = 2 / 5 hour distance travelled = time × speed = 2 / 5 × 27 = 10.8 km answer is c. # ˆ š 25 - - - 5 m =? m = ( 22 + 5 ) / 2 = 32 answer : c # a man can row upstream at 20 kmph and downstream at 22 kmph, and then find the speed of the man in still water?']","(0.58, 7.0)",0.58,7.0,category physic speed downstream 22 5 27 kmph time 24 minute 24 60 hour 2 5 hour distance travelled time speed 2 5 27 108 km answer c ˆ š 25 5 22 5 2 32 answer c man row upstream 20 kmph downstream 22 kmph find speed man still water,0.7142857142857143,0.2280864197530864
13,13,247,1033,a boat having a length 3 m and breadth 3 m is floating on a lake . the boat sinks by 1 cm when a man gets on it . the mass of the man is :,"""volume of water displaced = ( 3 x 3 x 0.01 ) m 3 = 0.09 m 3 . mass of man = volume of water displaced x density of water = ( 0.09 x 1000 ) kg = 90 kg . answer : d""","a ) 100 kg , b ) 120 kg , c ) 89 kg , d ) 90 kg , e ) 110 kg",d,"multiply(multiply(multiply(3, 3), divide(1, const_100)), const_1000)","divide(n2,const_100)|multiply(n0,n1)|multiply(#0,#1)|multiply(#2,const_1000)|",physics,Category: physics # volume of water displaced = ( 3 x 3 x 0.01 ) m 3 = 0.09 m 3 . mass of man = volume of water displaced x density of water = ( 0.09 x 1000 ) kg = 90 kg . answer : d # ,Category: physics # volume of water displaced = ( 3 x 3 x 0.01 ) m 3 = 0.09 m 3 . mass of man = volume of water displaced x density of water = ( 0.09 x 1000 ) kg = 90 kg . answer : d # a boat having a length 3 m and breadth 3 m is floating on a lake . the boat sinks by 1 cm when a man gets on it . the mass of the man is :,category physics volume water displaced 3 x 3 x 001 3 009 3 mass man volume water displaced x density water 009 x 1000 kg 90 kg answer boat length 3 breadth 3 floating lake boat sinks 1 cm man gets mass man,3,"['Category: physics # volume of water displaced = ( 3 x 3 x 0.01 ) m 3 = 0.09 m 3. mass of man = volume of water displaced x density of water = ( 0.09 x 1000 ) kg = 90 kg. answer : d # ƫ ng the current of a boat in state a ’ s weight is 12 % and it sinks to 15 %. the weight of the boat goes up by 1 kg, then what will be its weight?']","(0.63, 6.0)",0.63,6.0,['Category: physics # volume of water displaced = ( 3 x 3 x 0.01 ) m 3 = 0.09 m 3. mass of man = volume of water displaced x density of water = ( 0.09 x 1000 ) kg = 90 kg. answer : d # ˆ š 25 m deep and 45 m wide is floating on a lake. the boat sinks by 1 cm when a man gets on it. the mass of the man is :'],"(0.83, 6.0)",0.83,6.0,category physic volume water displaced 3 x 3 x 001 3 009 3 mass man volume water displaced x density water 009 x 1000 kg 90 kg answer ˆ š 25 deep 45 wide floating lake boat sink 1 cm man get mass man,0.5714285714285714,0.08271604938271605
14,14,300,1241,"a man can row upstream at 10 kmph and downstream at 20 kmph , and then find the speed of the man in still water ?","""us = 20 ds = 30 m = ( 30 + 20 ) / 2 = 25 answer : c""","a ) 11 , b ) 77 , c ) 25 , d ) 88 , e ) 34",c,"divide(add(10, 20), const_2)","add(n0,n1)|divide(#0,const_2)|",physics,Category: physics # us = 20 ds = 30 m = ( 30 + 20 ) / 2 = 25 answer : c # ,"Category: physics # us = 20 ds = 30 m = ( 30 + 20 ) / 2 = 25 answer : c # a man can row upstream at 10 kmph and downstream at 20 kmph , and then find the speed of the man in still water ?",category physics us 20 ds 30 30 20 2 25 answer c man row upstream 10 kmph downstream 20 kmph find speed man still water,3,['Category: physics # us = 20 ds = 30 m = ( 30 + 20 ) / 2 = 25 answer : c # ƫ can swim in still water at 20 kmph and downstream at 30 kmph. the sped of the swimmer is?'],"(0.83, 2.0)",0.83,2.0,"['Category: physics # us = 20 ds = 30 m = ( 30 + 20 ) / 2 = 25 answer : c # ˆ š 25 - - - 5 i ) and 45 kmph, and then find the speed of the man in still water?']","(0.73, 3.0)",0.73,3.0,category physic u 20 d 30 30 20 2 25 answer c ˆ š 25 5 45 kmph find speed man still water,0.3809523809523809,0.11851851851851852
15,15,320,1339,"a boat takes 19 hours for travelling downstream from point a to point b and coming back to a point c which is at midway between a and b . if the velocity of the stream is 4 kmph and the speed of the boat in still water is 14 kmph , what is the distance between a and b ?","""explanation : speed in downstream = ( 14 + 4 ) km / hr = 18 km / hr ; speed in upstream = ( 14 â € “ 4 ) km / hr = 10 km / hr . let the distance between a and b be x km . then , x / 18 + ( x / 2 ) / 10 = 19 â ‡ ” x / 18 + x / 20 = 19 â ‡ ’ x = 180 km . answer : a""","a ) 180 km , b ) 127 km , c ) 178 km , d ) 188 km , e ) 111 km",a,"divide(19, add(divide(const_1, add(14, 4)), divide(const_1, multiply(subtract(14, 4), const_2))))","add(n1,n2)|subtract(n2,n1)|divide(const_1,#0)|multiply(#1,const_2)|divide(const_1,#3)|add(#2,#4)|divide(n0,#5)|",physics,"Category: physics # explanation : speed in downstream = ( 14 + 4 ) km / hr = 18 km / hr ; speed in upstream = ( 14 â € “ 4 ) km / hr = 10 km / hr . let the distance between a and b be x km . then , x / 18 + ( x / 2 ) / 10 = 19 â ‡ ” x / 18 + x / 20 = 19 â ‡ ’ x = 180 km . answer : a # ","Category: physics # explanation : speed in downstream = ( 14 + 4 ) km / hr = 18 km / hr ; speed in upstream = ( 14 â € “ 4 ) km / hr = 10 km / hr . let the distance between a and b be x km . then , x / 18 + ( x / 2 ) / 10 = 19 â ‡ ” x / 18 + x / 20 = 19 â ‡ ’ x = 180 km . answer : a # a boat takes 19 hours for travelling downstream from point a to point b and coming back to a point c which is at midway between a and b . if the velocity of the stream is 4 kmph and the speed of the boat in still water is 14 kmph , what is the distance between a and b ?",category physics explanation speed downstream 14 4 km hr 18 km hr speed upstream 14 â 4 km hr 10 km hr let distance b x km x 18 x 2 10 19 â x 18 x 20 19 â x 180 km answer boat takes 19 hours travelling downstream point point b coming back point c midway b velocity stream 4 kmph speed boat still water 14 kmph distance b,3,"['Category: physics # explanation : speed in downstream = ( 14 + 4 ) km / hr = 18 km / hr ; speed in upstream = ( 14 â € “ 4 ) km / hr = 10 km / hr. let the distance between a and b be x km. then, x / 18 + ( x / 2 ) / 10 = 19 â ‡ ” x / 18 + x / 20 = 19 â ‡ ’ x = 180 km. answer : a # т and b go around a circular starting point and from a point on parallel tracks. after they went to the starting point, a boy reaches the starting point and followed the finish line. if т has traveled 4 km more than b, he would have reached the start point. what is the length of the track?']","(0.54, 3.0)",0.54,3.0,"['Category: physics # explanation : speed in downstream = ( 14 + 4 ) km / hr = 18 km / hr ; speed in upstream = ( 14 â € “ 4 ) km / hr = 10 km / hr. let the distance between a and b be x km. then, x / 18 + ( x / 2 ) / 10 = 19 â ‡ ” x / 18 + x / 20 = 19 â ‡ ’ x = 180 km. answer : a # ˆ š 90000 - b = 15 â ˆ š 250000, x = 3. answer d # a boat takes 19 hours for travelling downstream from point a to point b and coming back to point c midway between a and b. if the velocity of the stream is 4 kmph and the speed of the boat in still water is 14 kmph, what is the distance between a and b?']","(0.74, 5.0)",0.74,5.0,category physic explanation speed downstream 14 4 km hr 18 km hr speed upstream 14 â 4 km hr 10 km hr let distance b x km x 18 x 2 10 19 â x 18 x 20 19 â x 180 km answer ˆ š 90000 b 15 â ˆ š 250000 x 3 answer boat take 19 hour travelling downstream point point b coming back point c midway b velocity stream 4 kmph speed boat still water 14 kmph distance b,0.8095238095238095,0.24444444444444446
16,16,327,1397,"a man swims downstream 30 km and upstream 12 km taking 3 hours each time , what is the speed of the man in still water ?","""30 - - - 3 ds = 10 ? - - - - 1 12 - - - - 3 us = 4 ? - - - - 1 m = ? m = ( 10 + 4 ) / 2 = 7 answer : b""","a ) 8 , b ) 7 , c ) 5 , d ) 2 , e ) 4",b,"divide(add(divide(12, 3), divide(30, 3)), const_2)","divide(n1,n2)|divide(n0,n2)|add(#0,#1)|divide(#2,const_2)|",physics,Category: physics # 30 - - - 3 ds = 10 ? - - - - 1 12 - - - - 3 us = 4 ? - - - - 1 m = ? m = ( 10 + 4 ) / 2 = 7 answer : b # ,"Category: physics # 30 - - - 3 ds = 10 ? - - - - 1 12 - - - - 3 us = 4 ? - - - - 1 m = ? m = ( 10 + 4 ) / 2 = 7 answer : b # a man swims downstream 30 km and upstream 12 km taking 3 hours each time , what is the speed of the man in still water ?",category physics 30 3 ds 10 1 12 3 us 4 1 10 4 2 7 answer b man swims downstream 30 km upstream 12 km taking 3 hours time speed man still water,3,"['Category: physics # 30 - - - 3 ds = 10? - - - - 1 12 - - - - 3 us = 4? - - - - 1 m =? m = ( 10 + 4 ) / 2 = 7 answer : b # ƫ ng the canoe with a crew of 30 men has provisions for 12 days and provisions for 15 days for 6 days. after 6 days, the provisions available will last only day. if 15 more men join the crew, then how many men are there in the crew?']","(0.55, 14.0)",0.55,14.0,"['Category: physics # 30 - - - 3 ds = 10? - - - - 1 12 - - - - 3 us = 4? - - - - 1 m =? m = ( 10 + 4 ) / 2 = 7 answer : b # ˆ š 25 - 4 ) / 2 = 8 answer : c # a man swims downstream 30 km and upstream 12 km taking 3 hours each time, what is the speed of the man in still water?']","(0.85, 15.0)",0.85,15.0,category physic 30 3 d 10 1 12 3 u 4 1 10 4 2 7 answer b ˆ š 25 4 2 8 answer c man swim downstream 30 km upstream 12 km taking 3 hour time speed man still water,0.7142857142857143,0.24413580246913583
17,17,346,1506,"a man can row 9 kmph in still water . when the river is running at 3.1 kmph , it takes him 1 hour to row to a place and black . what is the total distance traveled by the man ?","""m = 9 s = 3.1 ds = 12.1 us = 5.9 x / 12.1 + x / 5.9 = 1 x = 3.97 d = 3.97 * 2 = 7.94 answer : e""","a ) 2.21 , b ) 2.48 , c ) 9.24 , d ) 7.29 , e ) 7.94",e,"multiply(divide(multiply(add(9, 3.1), subtract(9, 3.1)), add(add(9, 3.1), subtract(9, 3.1))), const_2)","add(n0,n1)|subtract(n0,n1)|add(#0,#1)|multiply(#0,#1)|divide(#3,#2)|multiply(#4,const_2)|",physics,Category: physics # m = 9 s = 3.1 ds = 12.1 us = 5.9 x / 12.1 + x / 5.9 = 1 x = 3.97 d = 3.97 * 2 = 7.94 answer : e # ,"Category: physics # m = 9 s = 3.1 ds = 12.1 us = 5.9 x / 12.1 + x / 5.9 = 1 x = 3.97 d = 3.97 * 2 = 7.94 answer : e # a man can row 9 kmph in still water . when the river is running at 3.1 kmph , it takes him 1 hour to row to a place and black . what is the total distance traveled by the man ?",category physics 9 31 ds 121 us 59 x 121 x 59 1 x 397 397 2 794 answer e man row 9 kmph still water river running 31 kmph takes 1 hour row place black total distance traveled man,3,"['Category: physics # m = 9 s = 3.1 ds = 12.1 us = 5.9 x / 12.1 + x / 5.9 = 1 x = 3.97 d = 3.97 * 2 = 7.94 answer : e # т a man took 12 hours to pass a telegraph post. he immediately turned to the nearest time, and finished the first half of the exam, but the help him on her way to the nearest time till the last half. he immediately turned to the nearest time, and finished the second half of the exam. find the distance traveled by the man?']","(0.46, 2.0)",0.46,2.0,"['Category: physics # m = 9 s = 3.1 ds = 12.1 us = 5.9 x / 12.1 + x / 5.9 = 1 x = 3.97 d = 3.97 * 2 = 7.94 answer : e # ˆ š 25 - - - 3 us = 4.5 answer : c # a man can row 9 kmph in still water. when the river is running at 3.2 kmph, it takes him 1 hour to row to a place and back. what is the total distance traveled by the man?']","(0.84, 4.0)",0.84,4.0,category physic 9 31 d 121 u 59 x 121 x 59 1 x 397 397 2 794 answer e ˆ š 25 3 u 45 answer c man row 9 kmph still water river running 32 kmph take 1 hour row place back total distance traveled man,0.6666666666666666,0.21265432098765433
18,18,355,1540,"a rower can row 5 km / h in still water . when the river is running at 2 km / h , it takes the rower 1 hour to row to big rock and back . how many kilometers is it to big rock ?","""let x be the distance to big rock . time = x / 3 + x / 7 = 1 x = 21 / 10 = 2.1 km the answer is c .""","a ) 1.5 , b ) 1.8 , c ) 2.1 , d ) 2.4 , e ) 2.7",c,"multiply(divide(subtract(5, 2), add(add(5, 2), subtract(5, 2))), add(5, 2))","add(n0,n1)|subtract(n0,n1)|add(#0,#1)|divide(#1,#2)|multiply(#0,#3)|",physics,Category: physics # let x be the distance to big rock . time = x / 3 + x / 7 = 1 x = 21 / 10 = 2.1 km the answer is c . # ,"Category: physics # let x be the distance to big rock . time = x / 3 + x / 7 = 1 x = 21 / 10 = 2.1 km the answer is c . # a rower can row 5 km / h in still water . when the river is running at 2 km / h , it takes the rower 1 hour to row to big rock and back . how many kilometers is it to big rock ?",category physics let x distance big rock time x 3 x 7 1 x 21 10 21 km answer c rower row 5 km h still water river running 2 km h takes rower 1 hour row big rock back many kilometers big rock,3,"['Category: physics # let x be the distance to big rock. time = x / 3 + x / 7 = 1 x = 21 / 10 = 2.1 km the answer is c. # т makes $ 1,000 per hour, and т makes $ 1,000 per hour. every hour they work together. how many kilometers will be spend?']","(0.53, 3.0)",0.53,3.0,"['Category: physics # let x be the distance to big rock. time = x / 3 + x / 7 = 1 x = 21 / 10 = 2.1 km the answer is c. # ˆ š ’ x = 72 ds downstream and 21 km upstream, taking 3 1 / 2 hours each time. find the speed of the stream?']","(0.58, 5.0)",0.58,5.0,category physic let x distance big rock time x 3 x 7 1 x 21 10 21 km answer c ˆ š x 72 d downstream 21 km upstream taking 3 1 2 hour time find speed stream,0.4285714285714285,0.17530864197530865
